year	minutes
200911	      Households had reduced their consumption substantially over the past year or so. Weakness in current and expected post-tax income and a desire to strengthen their balance sheets in a more uncertain economic environment were likely to have contributed to this contraction in spending. But indicators of retail spending and consumer confidence had picked up during Q3 and in October, possibly heralding some stabilisation in consumption in coming quarters. Businesses continued to make sharp cutbacks to spending in the face of weak demand, uncertain growth prospects and tight credit conditions. Business investment was judged likely to fall further in coming quarters, although a reduction in the pace of de-stocking was expected to boost output growth. upply, costs and prices
200911	      CPI inflation declined to 1.1% in September having been 5.2% a year earlier. Inflation was likely to rise sharply above the 2% target in the near term, reflecting higher petrol price inflation and the upcoming reversal of last yearâs reduction in VAT. The near-term prospects for inflation were more uncertain than usual, in part because it was unclear how retailers would respond to the VAT reversal, but also because it was difficult to disentangle the offsetting effects on inflation of the large margin of spare capacity that had been growing and the past depreciation of sterling.
200911	      Most measures of householdâs inflation expectations for the medium term had been stable during 2009 at levels that appeared broadly consistent with the target. But there was some evidence from inflation expectations derived from bond prices, inflation swaps and surveys that the medium-term inflation expectations of market participants and professional forecasters had edged up in recent months.
200911	      Whole-economy earnings growth remained weak. In the three months to August both the average earnings index and average weekly earnings measures of annual regular pay growth had fallen further, to 1.9% and 1.5% respectively. 19     According to the LFS measure, the number of people employed had declined by 45,000 in the three months to August. This decline was substantially less than the decline of 269,000 in the previous non-overlapping three-month period. Employment surveys also continued to suggest that the rate of job shedding had slowed. That had been accompanied by further falls in average hours worked: the LFS measure for the three months to August had fallen sharply compared with the previous on-overlapping quarter. The wedge between the LFS and claimant count measures of unemployment had narrowed and both suggested that the rate of increase in unemployment had declined in recent months. he November GDP growth and inflation projections
200911	      The Committee reached its policy decision in the light of its projections to be published in the Inflation Report on Wednesday 11 November. The factors shaping the outlook for economic growth were similar to those that shaped the August projections. The considerable stimulus from the past easing of policy, including asset purchases, and the depreciation of sterling was expected to lead to a recovery in economic activity. Output in the near term would be further boosted as the inventory adjustment was completed. But there were a number of headwinds that would be likely to impede the recovery. The supply of bank credit would probably remain constrained for a protracted period. And the desire to strengthen private sector balance sheets and the recognition that a significant fiscal consolidation was required would also be likely to weigh on spending. Business investment was likely to remain weak.
200911	      On balance, the Committee judged that the interaction of these factors pointed to a slow recovery in the level of economic activity. The projected distribution for growth was somewhat stronger than at the time of the August Report , but remained significantly skewed to the downside. Despite robust projected growth relative to its long-run average, output was likely to remain substantially below the level implied by a continuation of its pre-recession trend for a considerable period. That in large part reflected the substantial, lasting impact of the downturn on the supply capacity of the economy, but also the sustained weakness of demand relative to that capacity.
200911	      Inflation was likely to rise sharply in the near term, reflecting higher petrol price inflation and the upcoming reversal of the VAT reduction, while sterlingâs past depreciation would also continue to push up on inflation. Further ahead, downward pressure from the persistent margin of spare capacity would be the dominant force. This pressure would act to bear down on CPI inflation, although its impact would gradually fade as the economy recovered. The extent to which CPI inflation would deviate from the 2% target was highly uncertain and would depend on a number of factors. The amount of downward pressure on inflation would depend on the timing and strength of the recovery, the impact of the downturn on the supply capacity of the economy, and on the sensitivity of inflation to the degree of economic slack. The profile for inflation would also depend on the extent to which companies still needed to adjust fully to the higher import costs associated with sterlingâs depreciation and on whether there would be further large movements in exchange rates and commodity prices.
200911	      Overall, on the assumption that Bank Rate moved in line with market yields and that the stock of purchased assets financed by the creation of central bank reserves was increased to Â£200 billion and remained there, the Committee judged that inflation was, on balance, more likely to be below the target than above it for most of the forecast period, although by the end of the projection the risks were broadly balanced. The Committee judged that the uncertainties about inflation in each direction had increased. The outlook for inflation in the medium term was somewhat higher than had been the case in August, reflecting the stronger projected distribution for GDP growth. he immediate policy decision
200911	      The Committee discussed the merits of changing the structure of remuneration on commercial bank reserves. A reduction in the rate of remuneration relative to Bank Rate on a proportion of commercial bank reserves would bear down on short-term market rates, and could ease monetary conditions further. The Committee noted that such an action would be unlikely to have a significant impact on the outlook given the already low levels of short-term market rates, and that asset purchases were currently a more effective instrument for affecting monetary conditions. While all members agreed that they did not wish to make use of this option at the present time, they agreed that it might be a useful policy tool in some circumstances, and therefore should be available in future.
200911	      According to the ONSâs initial estimate, GDP had declined during the third quarter. This was a surprise. While there were some reasons to anticipate a small upward revision in future data releases, it was likely that activity had been more subdued in the third quarter than the Committee had previously anticipated. But the available data suggested that similar weakness was unlikely to persist into the fourth quarter.
200911	      The latest data implied that output had fallen by almost 6% from its peak in 2008. Whether or not GDP data were revised, this highlighted the strength of the factors that had pulled down on demand and that would continue to act as a restraint. These factors included tight credit conditions, which were likely to persist while banks reduced their leverage; the recognition that a large fiscal consolidation would be necessary; and, for both firms and households, uncertainty over future incomes and concern over their own balance sheets. It was also likely that world output and trade would remain below levels consistent with a continuation of their pre-crisis trends, which would depress the demand for UK exports. Set against that, the effects of the substantial monetary stimulus to date and of past depreciation of sterling would provide significant spurs to activity.
200911	      Projections based on the conditioning assumptions that Bank Rate followed the path implied by market expectations and that the stock of purchased assets remained at Â£175 billion suggested that inflation was more likely than not to be below the 2% target for most of the forecast period. Even with the rebound in growth that underlay that projection, the Committee anticipated that there would be a slow recovery in the level of economic activity and that a material margin of spare capacity was likely to persist into the medium term.
200911	      Most Committee members favoured an extension of the asset purchase programme. That would reduce the margin of spare capacity and bring inflation back to target more quickly than otherwise, so that the risks of inflation being above or below the target in the medium term were brought closer into balance. Additional asset purchases would support household and business spending, attenuating downside risks, including from the ongoing weakness in the banking system and the anticipation of further fiscal consolidation. Moreover, some members thought that the downside risks to activity in the near term were somewhat greater than implied by the Inflation Report projections.
200911	      A number of Committee members noted that one consequence of additional asset purchases would be to bring forward the point at which the extraordinary degree of stimulus could begin to be withdrawn, if the projected impact was realised.
200911	      The Committee agreed that any extension to the asset purchase programme should last three months. The most natural time for the Committee to consider the case for further changes to the programme would be in the context of the analysis and discussions leading up to the February Inflation Report . Most members thought that purchases totalling an additional Â£25 billion would be appropriate given the balance of risks to inflation.
200911	      One member favoured an expansion of Â£40 billion in order to provide greater insurance against the downside risks to growth and inflation arising from constrained credit supply. That would maintain a similar rate of purchases as had been the case in the previous three months, once the intended break in the purchase programme at the end of December was taken into account.
200911	      While recognising the potential benefits of a more expansionary policy given the downside risks to the economy, one member also stressed the potential risks of such a policy. Monetary policy was already extraordinarily stimulatory. The considerable uncertainty about the degree of spare capacity and the behaviour of inflation when output was growing at above trend meant there were risks from attempting to eliminate the margin of spare capacity more rapidly. There was also a risk that further substantial injections of liquidity might result in unwarranted increases in some asset prices that could prove costly to rectify, complicating the task of meeting the inflation target in future. Overall, this member judged that these risks were best balanced by maintaining the current stance of policy.
200911	      The Governor invited the Committee to vote on the proposition that: ank Rate should be maintained at 0.5%; he Bank of England should finance a further Â£25 billion of asset purchases by the creation of central bank reserves, implying a total quantity of Â£200 billion of such asset purchases. The Bank should seek to complete the additional purchases within the next three months. even members of the Committee (the Governor, Charles Bean, Paul Tucker, Kate Barker, aul Fisher, Adam Posen and Andrew Sentance) voted in favour of the proposition. Two members of the Committee voted against the proposition. David Miles preferred to increase the size of the asset purchase programme by Â£40 billion to a total of Â£215 billion. Spencer Dale preferred to leave the size of the asset purchase programme unchanged at a total of Â£175 billion. 34     Following the MPCâs decision, the Governor and Chancellor of the Exchequer exchanged letters about the expansion of the Asset Purchase Facility.
200911	      The following members of the Committee were present: ervyn King, Governor harles Bean, Deputy Governor responsible for monetary policy Paul Tucker, Deputy Governor responsible for financial stability Kate Barker Spencer Dale Paul Fisher David Miles Adam Posen ndrew Sentance ave Ramsden was present as the Treasury representative. 
200912	  1      Before turning to its immediate policy decision, the Committee discussed financial market developments; the international economy; money, credit, demand and output; and supply, costs and prices. inancial markets
200912	       Over the month a number of events had caused price volatility in the major financial markets. But in general that volatility had been short-lived. These events included the request by Dubai World on 25 November for a debt repayment standstill, and announcements by credit rating agencies in relation to the sovereign ratings of a number of European countries. These developments had sharpened market focus on sovereign creditworthiness and some sovereign credit default swap (CDS) premia had increased.
200912	       Short-term interest rate expectations had declined over the month, with twelve-month ahead overnight index swap (OIS) rates falling by around 40 basis points. There had been falls, albeit less marked, in the United States and the euro area, as financial market participants had reassessed the rate at which the exceptional degree of monetary stimulus would be withdrawn. Longer-term rates had fallen too, with government bond yields declining in all three currency areas. There had been little immediate market reaction to the publication of the Governmentâs Pre-Budget Report on 9 December.
200912	       Despite the fall in UK government bond yields, their spreads over OIS rates had increased for the second successive month. The ten-year spread had fallen by around 90 basis points between the publication of the February Inflation Report and the beginning of August, but had risen by over 50 basis points subsequently. There were a number of possible explanations for this turnaround. First, gilt yields might have risen relative to OIS rates in anticipation of higher future gilt issuance. Second, market participants might have revised down their expectations of the demand for gilts from banks during the transition to the FSAâs new liquidity requirements. And third, it was possible that the gilt-OIS spread could have increased if market participants had altered their views about the eventual cale or pace of the MPCâs asset purchase programme. 1 The relative importance of these, or other, otential explanations in explaining the recent increase in the gilt-OIS spread was unclear.
200912	       Equity prices had risen by around 1% in the United Kingdom and the rest of Europe on the month, and by nearly 5% in the United States. But UK equity prices remained over 20% below pre-crisis peaks. Sterling investment-grade corporate bond spreads were roughly unchanged over the month, although yields had fallen.
200912	       The sterling effective exchange rate had fallen by around 2% over the month, and was close to its average for 2009. Sterling remained around 25% below its July 2007 peak. he international economy
200912	       Euro-area GDP was estimated to have grown by 0.4% in 2009 Q3. The recovery had most likely continued in the fourth quarter: the Purchasing Managersâ Indices had risen further and were close to their ten-year averages. However, the expenditure mix of the third-quarter GDP data raised concerns about the strength of that recovery going into 2010. Consumer spending and investment had fallen modestly. And the need for balance sheet repair in some sectors, and weak labour market prospects, might restrain private demand growth in the future. Activity in the third quarter had been supported by stockbuilding, government consumption and net trade. Some of those factors could prove temporary, in which case output growth might moderate subsequently.
200912	       Some euro-area countries faced stronger economic headwinds than others, in part reflecting the extent of the necessary household and public sector balance sheet consolidation. Spain and Ireland had seen particularly large rises in unemployment. And concerns over the fiscal position in Greece had been highlighted during the month. There was a risk that protracted weakness in these countries could dent UK export prospects. There was also a possibility that problems in those economies could affect other parts of the euro area, and the rest of Europe, via direct economic and financial linkages or confidence.
200912	    Correction: the version published originally incorrectly stated that âthe gilt-OIS spread could have declinedâ rather than âincreasedâ. 9      There had been some positive developments in the United States. The non-farm payrolls data for November had fallen by much less than many commentators had expected. There had also been upward revisions to employment in preceding months. And the unemployment rate had fallen. Spending on services and non-durable goods had shown some resilience, though spending on durables, other than vehicles, remained weak. There were signs of continuing stabilisation in the housing market. And the Federal Reserveâs Beige Book had been reasonably upbeat about the economy more generally. But on the downside, the surveys from the Institute for Supply Management had been weaker, with the headline indices for manufacturing and non-manufacturing both falling back. There remained uncertainty over the persistence of the impact of the financial crisis on the banking system and the extent to which it might impede the recovery.
200912	      The robust recovery in many of the emerging Asian economies had continued. And the strength of that rebound had probably been a factor behind the rise in commodity prices during 2009. It was likely that much of the growth across emerging Asia continued to be driven by direct policy action rather than unaided growth in private domestic demand. Growth in government spending remained high. And credit growth had remained buoyant in China and India. But resistance to exchange rate appreciation in some Asian economies suggested that activity in future might revert to a dependence on export demand, especially from the advanced economies. If that were to happen, the problem of global imbalances could re-emerge.
200912	      Two official estimates of Japanese GDP growth had been published during the month. The initial estimate of 1.2% had been heavily revised to just 0.3%. oney, credit, demand and output
200912	      M4, adjusted to exclude the money holdings of institutions that intermediate funds between banks, had declined by 5.3% on a three-month annualised basis in October, weaker than in earlier months. That fall in money balances was a source of concern. Householdsâ and non-financial companiesâ money balances had, however, continued to grow, albeit at weak rates, together increasing by 3.3% on a three-month annualised basis in October. Instead, the weakness of adjusted M4 remained centered in the money holdings of financial companies not involved in intermediation between banks, primarily institutional investors. These had fallen by Â£31 billion between August and October. 13     It was likely that such financial companies had been running down bank deposits partly to finance the acquisition of corporate sector assets. That would have depressed aggregate money growth if those assets had been issued by banks or by other businesses that had subsequently used the proceeds to repay bank borrowing. Both capital raising by banks and increased capital market issuance by non-financial businesses seeking to reduce their reliance on bank credit were symptomatic of the ongoing weakness of the banking sector. But such developments might prove beneficial to the economy if they enabled banks to restructure their balance sheets faster, and while they did so allowed businesses to access an alternative source of credit. Having fallen back during the late summer, total capital market issuance by UK non-financial companies had picked up more recently, including among a few lower-rated issuers. Throughout the year to date, capital market issuance had been running some way above the levels seen in the years leading up to the financial crisis.
200912	      Small and medium-sized firms were less able to access capital markets directly, and were likely to be more reliant on bank borrowing as a source of external finance. There were some indications that credit conditions were tighter for smaller businesses, including from the Bankâs regional Agents. Nevertheless, there was, as yet, little evidence that such firmsâ activity had been disproportionately affected. The performance of small and medium-sized businesses, and in particular the extent to which they may be adversely affected by constraints within the banking system, would remain a concern over the next year or so.
200912	      The ONS had revised up its estimate of GDP growth in the third quarter to -0.3%. Data released subsequently had revealed large upward revisions to official estimates of construction output in Q2 and Q3. All else equal, this new information would cause GDP to be revised up further once incorporated into the National Accounts.
200912	      Industrial production, and within that manufacturing output, had been unchanged on the month in October, following a sharp increase in September. That had underlined the need to interpret volatile monthly developments with caution. Looking through that volatility, the level of manufacturing output had barely changed since January. Both the CIPS/Markit manufacturing Purchasing Managersâ Index and the service sector activity index had been broadly unchanged between October and November, pointing to a modest increase in activity in the fourth quarter. While that was encouraging, these indicators revealed little about the likely path of activity further ahead. 17     The durability of the recovery in output growth would depend crucially on the prospects for private final demand. In that context, some aspects of the expenditure breakdown within the Q3 GDP release had seemed promising. Consumer spending had largely stabilised in the third quarter, having fallen almost 4% over the preceding year. But expenditure might have been temporarily boosted by the effect of the vehicle scrappage scheme and by households bringing forward spending in advance of the scheduled reversal in January of the VAT rate cut. Those effects were hard to quantify, making the extent of the underlying recovery in consumer spending, and therefore future prospects, difficult to judge. It was likely to be some months before the underlying trend in consumer spending became more evident.
200912	      Business investment had fallen by 3% in the third quarter â a smaller fall than in the previous quarter. Survey evidence of improved business optimism and investment intentions, including from the Bankâs regional Agents, pointed to some recovery in investment spending over the coming quarters.
200912	      Overall, it was possible that private final domestic demand would recover earlier than expected at the time of the November Inflation Report . Moreover, the Q3 data indicated that the anticipated boost to business spending as inventory levels stabilised had yet to occur. That, too, would support GDP growth in the near future.
200912	      Over the medium term, the pattern of activity in the UK economy needed to rebalance away from private and public consumption and towards net exports. However, exports in the third quarter had been weaker than might have been expected given the substantial depreciation of sterling over the past two years and the recovery of world trade growth since the beginning of 2009. Net exports had subtracted 0.2 percentage points from GDP growth in the third quarter, though early estimates of the trade contribution to GDP growth were often revised.
200912	      The Governmentâs Pre-Budget Report had been published on 9 December. A preliminary assessment suggested that the new plans were unlikely to have a significant impact on the outlook for inflation relative to the fiscal assumptions underlying the November Inflation Report projections. However, the precise composition of anticipated spending and receipts could have consequences for the Committeeâs projections, so a fuller analysis was warranted. There remained uncertainty over the size and nature of the fiscal consolidation that would occur over coming years. Supply, costs and prices
200912	      CPI inflation had been 1.5% in October. Following the usual pre-release arrangements, an advance estimate for CPI inflation of 1.9% in November had been provided to the Governor ahead of publication. Those outturns were broadly in line with the November Inflation Report central projection. A detailed breakdown of the November figure was not yet available, but it was likely that an increase in petrol price inflation had played a significant role in pushing up overall CPI inflation.
200912	      The Committee continued to expect CPI inflation to increase further over coming months. But the degree of uncertainty over the near-term path of inflation was greater than usual. One significant uncertainty stemmed from the difficulty in predicting the size and timing of the impact of the reversal in January of the VAT rate cut.
200912	      Survey data released during the month indicated that householdsâ medium and longer-term inflation expectations had edged up. Proxies for inflation expectations derived from financial market prices had been little changed.
200912	      There had been tentative indications that pay growth was settling at a low level in the latest data for September. Excluding bonuses, the annual growth rates of both the private sector average earnings index and average weekly earnings had been roughly unchanged for three months. Forward-looking indicators of pay growth were mixed. The majority of annual pay settlements, which took place at the beginning of the year, would be agreed during a period in which inflation was likely to be high relative to the target. And reports from the Bankâs regional Agents suggested that some firms which had imposed pay freezes or cuts this year would be unlikely to do so for a second year running. But set against that, a slow recovery in activity, low productivity growth, and the possibility of an increase in householdsâ labour supply in response to the fall in their wealth, implied that a significant degree of slack in the labour market would persist for some time, bearing down on pay pressures. The Agents also reported that some other businesses were considering pay freezes in 2010, after having granted increases in 2009.
200912	      According to the LFS measure, employment had increased by 6,000 in the three months to September by comparison with the previous non-overlapping quarter. But, within that, full-time employment had fallen, offset by an increase in part-time working. As a result, the average number of hours worked per employee had fallen. The unemployment rate had remained stable at 7.8%.
200912	      It was possible that the apparent resilience of employment during the recession reflected businessesâ willingness to retain workers, as long as wage growth remained muted, in anticipation that the decline in demand would be temporary. That was consistent with improved survey measures of business optimism and hiring intentions, and reports from the Bankâs regional Agents that firms did not expect to make significant further lay-offs. In the near term this would have the beneficial effect of maintaining employment and avoiding the loss of skills and labour market detachment associated with unemployment. However, if a pickup in demand did not occur as quickly as firms anticipated, there was a risk of a further shake-out of labour at a later date. It was also possible that the resilience of the labour market data over past quarters indicated that the level of output had been somewhat higher than officially estimated. he immediate policy decision
200912	      All members agreed that the medium-term outlook for inflation and activity had not changed materially from that described in the November Inflation Report .
200912	      Most members felt that there had been some positive developments for the near term, albeit relatively minor ones by comparison to the uncertainties surrounding the medium-term outlook. The estimate of third-quarter GDP had already been revised up and a further upward revision was likely. In addition, although it was unwise to draw firm conclusions from early estimates of quarterly GDP, the mix of demand in the third quarter was consistent with greater momentum looking ahead. The decline in consumption and investment showed signs of stabilising earlier than anticipated, and growth had yet to benefit from a stabilisation of inventory levels. Businessesâ capital market issuance had increased since the late summer. Both official and survey data indicated that the labour market had so far remained more resilient than might have been expected, which was consistent with survey evidence of a recovery in business optimism. And some of the macroeconomic data from overseas had been positive, especially in Asia.
200912	      But equally there had been some less favourable developments. Money growth had been disappointing. And while the growth rate of householdsâ and non-financial companiesâ money balances had held up better than aggregate broad money, it remained weak in absolute terms. The narrowing of the spread between gilt yields and corresponding OIS rates, which Committee members had viewed as an indicator of the positive impact from the asset purchase programme, had partly reversed over the previous two months. The reasons for that were unclear, however, and it remained likely that the full impact of the asset purchase programme on the economy would be felt only with a lag. The Committee would continue to monitor closely the evidence on the impact of its asset purchase programme.
200912	      The positive news about private final domestic demand in the Q3 GDP release had been tempered by weaker exports than might have been expected in the light of sterlingâs depreciation and the bounceback in world trade. Possibly related to that, the level of manufacturing output had been broadly unchanged since the beginning of the year. Although the euro area as a whole had emerged from recession, there were clear vulnerabilities within some member countries. And, more broadly, financial market volatility surrounding events in Dubai and the rating agency downgrade of Greek sovereign debt had provided a reminder of the potential for shocks to affect the United Kingdom.
200912	      It was to be expected at this stage of the cycle that there would be both positive and negative developments and quite probable that the balance between them would change from month to month. That would make it difficult to identify with any confidence the turning point in economic activity. Developments during this month had not been sufficient to alter Committee membersâ views about the major forces driving the medium-term outlook for inflation or about the risks to it. While CPI inflation would most probably continue to rise in the near term, there was a substantial degree of spare capacity in the economy. That was likely to remain a powerful restraint to inflation for some time. But there were exceptional uncertainties over the outlook for inflation and activity growth, which would only be resolved over time. These included the willingness and ability of banks to lend to the private sector, the extent to which households would increase saving in response to weakened balance sheets and employment uncertainty, and the size, speed and nature of the fiscal consolidation.
200912	      In November, the Committee had decided on and announced a Â£25 billion extension to its programme of asset purchases that would take until the February MPC meeting to complete. The medium-term outlook had changed little since then. For those members who had preferred a different policy action at the November meeting, a slightly different scale of asset purchases could still be justified. But the lack of significant news on the month meant that the case for deviating from the programme of asset purchases announced in November was outweighed by the benefits of completing it as planned.
200912	      The Governor invited the Committee to vote on the proposition that: ank Rate should be maintained at 0.5%; he Bank of England should continue with the programme, as announced following its 5 November meeting, of asset purchases totalling Â£200 billion financed by the creation of central bank reserves. he Committee voted unanimously in favour of the proposition.
200912	      The following members of the Committee were present: ervyn King, Governor harles Bean, Deputy Governor responsible for monetary policy Paul Tucker, Deputy Governor responsible for financial stability Kate Barker Spencer Dale Paul Fisher David Miles Adam Posen ndrew Sentance ave Ramsden was present as the Treasury representative. 
201001	  1      Before turning to its immediate policy decision, the Committee discussed financial market developments; the international economy; money, credit, demand and output; and supply, costs and prices. inancial markets
201001	       Financial market prices had been somewhat volatile over the month as thin trading volumes in many markets over the year-end had accentuated some price movements.
201001	       Interest rates across the yield curve had risen internationally over the month. Short-term interest rates one year ahead had risen in the United Kingdom, United States, and euro area, offsetting to varying extents the falls that had occurred the month before. Longer-term government bond yields had also risen internationally, with ten-year nominal spot rates on UK and US government debt increasing by almost 40 basis points. Long-term real interest rates had also risen in the United Kingdom, albeit from historically low levels. The rise in long-term interest rates could have reflected heightened concerns about the scale of government debt issuance. It was also possible that short and long-term rates had risen internationally as financial market participants had become more confident about the prospects for global recovery.
201001	       Equity prices had risen strongly on the month, with the major indices in the United Kingdom, United States and euro area increasing by 4%-7%. These increases were also consistent with greater confidence about the prospects for global recovery.
201001	       Dollar oil prices had risen by around 14% over the month, and were around 7% higher than the assumption embodied in the November Inflation Report . This rise was likely to reflect the impact of unusually cold weather in much of the northern hemisphere. Timely data suggested that total private oil stocks in the United States had fallen during the month, but remained high by recent standards. Political instability in a number of oil-producing areas might also have contributed to the rise in oil prices.
201001	       On an effective exchange rate basis, sterling was unchanged compared with a month earlier and the dollar had appreciated by around 2%. he international economy
201001	       Data over the month remained consistent with a continued global recovery, albeit one that remained heavily dependent on policy stimulus and subject to downside risks.
201001	       Indicators suggested that global manufacturing, which had contracted severely during the downturn, continued to recover. JPMorganâs global manufacturing Purchasing Managersâ Index had risen further to 55.0 in December, compared with a low of 33.9 a year earlier. To some extent that rebound was likely to have reflected an unwinding of the stock cycle. The durability of the recovery in manufacturing output would be a function of developments in final demand. There were some positive indicators here too: global car sales had remained buoyant in November, despite the ending of some car scrappage schemes; and retail sales reports in many countries pointed to rising consumer spending.
201001	       The early stages of the global recovery had been less synchronised than the 2008 downturn had been. China had grown rapidly, with broad money growth perhaps providing an early signal that inflationary pressures were building. And there was strong activity growth in other emerging Asian economies. Indicators of fourth-quarter activity in the United States had generally been encouraging and there were signs that the housing market was stabilising. But, as in other countries, the recovery in the United States had been spurred by significant policy stimulus, and its durability remained uncertain. Recovery in parts of Europe remained weak, with headwinds from financial sector deleveraging and stretched fiscal positions in some countries combining with the appreciation of the euro to restrain activity.
201001	      It appeared that much of the narrowing in current account imbalances that had occurred in the recent past reflected cyclical factors, and there was a risk that the ongoing recovery would lead to a re-widening of global imbalances. If so, that could increase the risk of protectionist measures. Money, credit, demand and output
201001	      M4, adjusted to exclude the money holdings of institutions that intermediate funds between banks, had increased by over Â£14 billion in November following a decline of nearly Â£10 billion in the previous month. This turnaround largely reflected the activities of other non-bank financial ompanies, such as pension funds and unit trusts. Those companiesâ activities were likely to continue to inject considerable volatility into monthly M4 flows. The growth in householdsâ and private non-financial companiesâ money holdings had remained subdued. But it seemed increasingly likely that non-financial companiesâ money holdings had troughed during the second half of 2008: the annual growth rate in these balances had risen to nearly 5% in November.
201001	      UK private non-financial companies had raised net new finance in November for the first time since June. Net bank borrowing had been virtually flat; instead the funds had largely been raised from capital markets. Bond finance raised from capital markets over the first eleven months of 2009 had been at record levels, although net debt issuance had been broadly in line with previous years. Net equity issuance had been much stronger than previously. The strength of net equity issuance would support the process of corporate sector balance sheet deleveraging. Almost three quarters of listed equity issues in 2009 had been for less than Â£5 million, suggesting that equity markets had offered an alternative source of finance for smaller companies.
201001	      The supply of bank credit remained constrained and was likely to remain significantly impaired until the banking sector had completed the process of balance sheet restructuring. Nevertheless, there were tentative signs that the supply of bank credit had increased in recent months. There had been a gradual resumption in mortgage lending and the latest survey indicators, including from the Bankâs Credit Conditions Survey , suggested that credit conditions for both households and firms had eased somewhat in recent months, albeit less so for small and medium-sized companies. The surveys suggested that lenders expected this mild improvement to continue.
201001	      According to the latest official estimates, GDP had declined by 0.2% in the third quarter, a marginally smaller decline than had been previously estimated. Those estimates suggested stockbuilding had subtracted even more sharply from growth around the beginning of 2009 than previous data vintages had implied, but that a reduction in the pace of de-stocking had boosted growth by an estimated 0.8 percentage points over the second and third quarters combined. It was likely that inventories would continue to make a positive contribution to growth in the near term as the pace of de-stocking eased further. Sustained growth would be dependent on a pickup in final demand, though in this respect the Q3 data had also been positive, showing a 0.4% rise in domestic final demand on the previous quarter.
201001	      Household consumption was estimated to have been broadly flat over the third quarter, with a further decline in consumer services offset by higher spending on goods. More coincident indicators suggested that retail spending had continued growing during the final quarter. There were some early signs, including from the Bankâs regional Agents, that spending had been robust around Christmas, although it was possible that some spending had been brought forward ahead of the increase in VAT at the start of 2010. After a series of sharp falls, total investment had risen slightly during the third quarter, while business investment appeared to be close to a trough. A fuller analysis of the Governmentâs Pre-Budget Report than had been possible when the Committee had met in December implied that the published plans did not contain significant news for the outlook relative to the assumptions underlying the November Inflation Report projections.
201001	      Given the substantial depreciation in sterling that had taken place since 2007, net trade could be expected to contribute positively to a recovery. According to the latest data, however, net trade subtracted slightly from growth during the third quarter, and there was little evidence that UK exporters had increased their share in global markets. Export price data implied that UK exporters had so far absorbed the majority of sterlingâs depreciation in higher margins, rather than reduced their foreign currency export prices. That could imply that the boost to exports from the depreciation in sterling would come about more slowly, perhaps through an increase in export supply as new firms entered the market, than if export prices had been cut more sharply. In contrast, the majority of the depreciation appeared to have been passed through to import prices, although there was limited evidence yet of widespread expenditure switching away from imports and towards domestically produced goods and services. But trade data were particularly prone to revision and were volatile from quarter to quarter, providing grounds for interpreting the latest export and import numbers cautiously. And some survey-based indicators suggested that UK firms had become increasingly positive about the prospects for exports.
201001	      Survey indicators had painted a mixed picture of growth in the fourth quarter. The CIPS surveys were consistent with robust growth, but the CBI and BCC surveys suggested more subdued activity. Supply, costs and prices
201001	      CPI inflation had risen to 1.9% in November, largely as a result of an increase in petrol price inflation. This factor, along with the reversal of the December 2008 VAT cut, was set to boost inflation further in forthcoming months. Moreover, the latest reports from the Bankâs regional Agents suggested that the pass-through of the increase in VAT in January 2010 by businesses to final consumers might be somewhat greater than had been previously assumed, although that remained uncertain. And persistence of the unusually cold weather, which had led to an increase in wholesale energy prices, could reduce the possibility of retail utility price cuts in the spring. The combined impact of all these factors on inflation was likely to be substantial but temporary.
201001	      In contrast to the short-term inflation outlook, the YouGov/Citigroup survey measure of householdsâ longer-term inflation expectations, which had edged up in previous months, had dropped back. Measures of forward inflation derived from financial market prices remained little changed. Taking the data together, there was little evidence that household or financial market inflation expectations had changed materially in the second half of 2009.
